Home Member State;Document Type;Prospectus Type;Approval or filing date;Issuer(s) Name / LEI;ISIN;EU Growth prospectus category;Host Member State(s);Last Update Date;Physical Document;Language;More Info;physical_doc_downl_url;file_name
IRELAND;Base prospectus without Final terms;Base Prospectus;11/02/2022;E.P.E. ADIF ALTA VELOCIDAD - 959800D5SDA4R1CG7K10;;;SPAIN;14/02/2022;downloadFile?fileId=18081137&checksum=683764b424e54c9a8650603fd3c809fa;English;details?core=esma_registers_priii_documents&docId=15132380;https://registers.esma.europa.eu/publication/downloadFile?fileId=18081137&checksum=683764b424e54c9a8650603fd3c809fa;EPE_ADIF_ALTA_VELOCIDAD_-_959800D5SDA4R1CG7K10__Base_Prospectus__11-02-2022.pdf
FINLAND;Base prospectus without Final terms;Base Prospectus;10/02/2022;Suomen Hypoteekkiyhdistys - 5493009ZDBVG2CO1O689;;;;10/02/2022;downloadFile?fileId=18014865&checksum=14b981220cdb7d9ca71ce7926ac92355;English;details?core=esma_registers_priii_documents&docId=15073631;https://registers.esma.europa.eu/publication/downloadFile?fileId=18014865&checksum=14b981220cdb7d9ca71ce7926ac92355;Suomen_Hypoteekkiyhdistys_-_5493009ZDBVG2CO1O689__Base_Prospectus__10-02-2022.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;09/02/2022;Goldman, Sachs & Co. Wertpapier GmbH - 549300CRL28LF3CSEA14;;;AUSTRIA,BELGIUM,...;09/02/2022;downloadFile?fileId=18001491&checksum=a2b95234f022958cab268929ad2cb4f5;English;details?core=esma_registers_priii_documents&docId=15060368;https://registers.esma.europa.eu/publication/downloadFile?fileId=18001491&checksum=a2b95234f022958cab268929ad2cb4f5;Goldman_Sachs_&_Co_Wertpapier_GmbH_-_549300CRL28LF3CSEA14__Base_Prospectus__09-02-2022.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;04/02/2022;CITIGROUP GLOBAL MARKETS HOLDINGS INC. - 82VOJDD5PTRDMVVMGV31;;;;07/02/2022;downloadFile?fileId=17943976&checksum=8afde1f8364eb0f1926491dfaf6cfc66;English;details?core=esma_registers_priii_documents&docId=15006843;https://registers.esma.europa.eu/publication/downloadFile?fileId=17943976&checksum=8afde1f8364eb0f1926491dfaf6cfc66;CITIGROUP_GLOBAL_MARKETS_HOLDINGS_INC_-_82VOJDD5PTRDMVVMGV31__Base_Prospectus__04-02-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/02/2022;METRO AG - 5299006EQ03K3SSUYS12;;;GERMANY;04/02/2022;downloadFile?fileId=17908729&checksum=08e0b309a5d22e3fcbf188839fa84c5e;English;details?core=esma_registers_priii_documents&docId=14974567;https://registers.esma.europa.eu/publication/downloadFile?fileId=17908729&checksum=08e0b309a5d22e3fcbf188839fa84c5e;METRO_AG_-_5299006EQ03K3SSUYS12__Base_Prospectus__04-02-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/02/2022;Infineon Technologies AG - TSI2PJM6EPETEQ4X1U25, Infineon Technologies Finance B.V. - 724500ITXU9UA2MQXA35;;;GERMANY;04/02/2022;downloadFile?fileId=17908696&checksum=5e5ff011720ed77698e8a36c9785beb3;English;details?core=esma_registers_priii_documents&docId=14974534;https://registers.esma.europa.eu/publication/downloadFile?fileId=17908696&checksum=5e5ff011720ed77698e8a36c9785beb3;Infineon_Technologies_AG_-_TSI2PJM6EPETEQ4X1U25_Infineon_Technologies_Finance_BV_-_724500ITXU9UA2MQXA35__Base_Prospectus__04-02-2022.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;02/02/2022;ARVAL SERVICE LEASE - 969500UCL6ROAHVXQV60;;;;03/02/2022;downloadFile?fileId=17880062&checksum=16f0549289659f22281124b3c457087b;English;details?core=esma_registers_priii_documents&docId=14947276;https://registers.esma.europa.eu/publication/downloadFile?fileId=17880062&checksum=16f0549289659f22281124b3c457087b;ARVAL_SERVICE_LEASE_-_969500UCL6ROAHVXQV60__Base_Prospectus__02-02-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;01/02/2022;Queensland Treasury Corporation - 98INKCEEHOU5YJS0HQ88;;;;01/02/2022;downloadFile?fileId=17823554&checksum=854e1a0711fddc73dcebe6cc67553b9f;English;details?core=esma_registers_priii_documents&docId=14895230;https://registers.esma.europa.eu/publication/downloadFile?fileId=17823554&checksum=854e1a0711fddc73dcebe6cc67553b9f;Queensland_Treasury_Corporation_-_98INKCEEHOU5YJS0HQ88__Base_Prospectus__01-02-2022.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;27/01/2022;Fidelity Exchange Traded Products GmbH - 254900WSTJE3NUS14407;;;AUSTRIA,BELGIUM,...;27/01/2022;downloadFile?fileId=17741000&checksum=74bfac6a34bd44c0b577405db7d38345;English;details?core=esma_registers_priii_documents&docId=14819170;https://registers.esma.europa.eu/publication/downloadFile?fileId=17741000&checksum=74bfac6a34bd44c0b577405db7d38345;Fidelity_Exchange_Traded_Products_GmbH_-_254900WSTJE3NUS14407__Base_Prospectus__27-01-2022.pdf
NORWAY;Base prospectus without Final terms;Base Prospectus;26/01/2022;NORDIC TRUSTEE AS - 549300XAKTM2BMKIPT85;;;;03/02/2022;downloadFile?fileId=17871665&checksum=ad64439b6ad13f267e7c92bcde919813;English;details?core=esma_registers_priii_documents&docId=14938884;https://registers.esma.europa.eu/publication/downloadFile?fileId=17871665&checksum=ad64439b6ad13f267e7c92bcde919813;NORDIC_TRUSTEE_AS_-_549300XAKTM2BMKIPT85__Base_Prospectus__26-01-2022.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;24/01/2022;Borgo AB - 54930030QWENGUD8ZR59;;;;26/01/2022;downloadFile?fileId=17710279&checksum=15efaa20a92da3942ba0c29739b32deb;English;details?core=esma_registers_priii_documents&docId=14792440;https://registers.esma.europa.eu/publication/downloadFile?fileId=17710279&checksum=15efaa20a92da3942ba0c29739b32deb;Borgo_AB_-_54930030QWENGUD8ZR59__Base_Prospectus__24-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;24/01/2022;KBC IFIMA S.A. - 213800PN8BSF31FXFM06;;;BELGIUM;24/01/2022;downloadFile?fileId=17660197&checksum=3e9326cf585373fe5f16e07b0dc9a87f;English;details?core=esma_registers_priii_documents&docId=14743376;https://registers.esma.europa.eu/publication/downloadFile?fileId=17660197&checksum=3e9326cf585373fe5f16e07b0dc9a87f;KBC_IFIMA_SA_-_213800PN8BSF31FXFM06__Base_Prospectus__24-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;21/01/2022;ARGENTA SPAARBANK - A6NZLYKYN1UV7VVGFX65;;;;21/01/2022;downloadFile?fileId=17625638&checksum=c29acf0fb2926dcf50a4c3850567ee61;English;details?core=esma_registers_priii_documents&docId=14710177;https://registers.esma.europa.eu/publication/downloadFile?fileId=17625638&checksum=c29acf0fb2926dcf50a4c3850567ee61;ARGENTA_SPAARBANK_-_A6NZLYKYN1UV7VVGFX65__Base_Prospectus__21-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;20/01/2022;thyssenkrupp AG - 549300UDG16DOYUPR330;;;AUSTRIA,GERMANY,...;20/01/2022;downloadFile?fileId=17598323&checksum=c3083c54824fdce6c6304ded2e0ba8e6;English;details?core=esma_registers_priii_documents&docId=14683413;https://registers.esma.europa.eu/publication/downloadFile?fileId=17598323&checksum=c3083c54824fdce6c6304ded2e0ba8e6;thyssenkrupp_AG_-_549300UDG16DOYUPR330__Base_Prospectus__20-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;19/01/2022;BANCA MONTE DEI PASCHI DI SIENA S.P.A. - J4CP7MHCXR8DAQMKIL78;;;;19/01/2022;downloadFile?fileId=17566003&checksum=0d0d840f4c6cb9f67606da35df5f886f;English;details?core=esma_registers_priii_documents&docId=14655448;https://registers.esma.europa.eu/publication/downloadFile?fileId=17566003&checksum=0d0d840f4c6cb9f67606da35df5f886f;BANCA_MONTE_DEI_PASCHI_DI_SIENA_SPA_-_J4CP7MHCXR8DAQMKIL78__Base_Prospectus__19-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;19/01/2022;BANCA MONTE DEI PASCHI DI SIENA S.P.A. - J4CP7MHCXR8DAQMKIL78;;;;19/01/2022;downloadFile?fileId=17566071&checksum=461297befc32ea09f9a6853dadb85d72;English;details?core=esma_registers_priii_documents&docId=14655516;https://registers.esma.europa.eu/publication/downloadFile?fileId=17566071&checksum=461297befc32ea09f9a6853dadb85d72;BANCA_MONTE_DEI_PASCHI_DI_SIENA_SPA_-_J4CP7MHCXR8DAQMKIL78__Base_Prospectus__19-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;19/01/2022;KBC IFIMA S.A - 213800PN8BSF31FXFM06;;;BELGIUM;19/01/2022;downloadFile?fileId=17566345&checksum=b57c9541276c2b8336a858165d6281a4;English;details?core=esma_registers_priii_documents&docId=14655783;https://registers.esma.europa.eu/publication/downloadFile?fileId=17566345&checksum=b57c9541276c2b8336a858165d6281a4;KBC_IFIMA_SA_-_213800PN8BSF31FXFM06__Base_Prospectus__19-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;14/01/2022;AXA BANK EUROPE SCF - CVRWQDHDBEPUUVU2FD09;;;;14/01/2022;downloadFile?fileId=17493388&checksum=71c65c410851dca19f0f93fe5b26fa2a;English;details?core=esma_registers_priii_documents&docId=14584617;https://registers.esma.europa.eu/publication/downloadFile?fileId=17493388&checksum=71c65c410851dca19f0f93fe5b26fa2a;AXA_BANK_EUROPE_SCF_-_CVRWQDHDBEPUUVU2FD09__Base_Prospectus__14-01-2022.pdf
SPAIN;Base prospectus without Final terms;Base Prospectus;13/01/2022;IM ANDBANK RMBS 1, FT - 959800YFUL4BGS5F2Z24;;;;13/01/2022;downloadFile?fileId=17473819&checksum=40f6378d2ef065fdfd5decd4dfdeef41;English;details?core=esma_registers_priii_documents&docId=14565529;https://registers.esma.europa.eu/publication/downloadFile?fileId=17473819&checksum=40f6378d2ef065fdfd5decd4dfdeef41;IM_ANDBANK_RMBS_1_FT_-_959800YFUL4BGS5F2Z24__Base_Prospectus__13-01-2022.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;12/01/2022;BRED BANQUE POPULAIRE - NICH5Q04ADUV9SN3Q390;;;IRELAND,LUXEMBOURG;13/01/2022;downloadFile?fileId=17473614&checksum=272deb292c8faa37ca535c5a42aff1d1;English;details?core=esma_registers_priii_documents&docId=14565335;https://registers.esma.europa.eu/publication/downloadFile?fileId=17473614&checksum=272deb292c8faa37ca535c5a42aff1d1;BRED_BANQUE_POPULAIRE_-_NICH5Q04ADUV9SN3Q390__Base_Prospectus__12-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;11/01/2022;SPAREBANKEN VEST - 213800M7T3CYVZ3ZRT12;;;;11/01/2022;downloadFile?fileId=17412916&checksum=e6b4f5369b98dbd4c2ee0ed771f8f221;English;details?core=esma_registers_priii_documents&docId=14519264;https://registers.esma.europa.eu/publication/downloadFile?fileId=17412916&checksum=e6b4f5369b98dbd4c2ee0ed771f8f221;SPAREBANKEN_VEST_-_213800M7T3CYVZ3ZRT12__Base_Prospectus__11-01-2022.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;07/01/2022;SG Issuer - 549300QNMDBVTHX8H127;;;BELGIUM,DENMARK,...;07/01/2022;downloadFile?fileId=17358707&checksum=b1a58bdb7b99910896d2b349c1e510bc;English;details?core=esma_registers_priii_documents&docId=14473267;https://registers.esma.europa.eu/publication/downloadFile?fileId=17358707&checksum=b1a58bdb7b99910896d2b349c1e510bc;SG_Issuer_-_549300QNMDBVTHX8H127__Base_Prospectus__07-01-2022.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/01/2022;ENEL - SPA - WOCMU6HCI0OJWNPRZS33, ENEL Finance International N.V. - 0YQH6LCEF474UTUV4B96;;;LUXEMBOURG;07/01/2022;downloadFile?fileId=17358829&checksum=0a6ed12b2688945df4a3c6249654dff7;English;details?core=esma_registers_priii_documents&docId=14473389;https://registers.esma.europa.eu/publication/downloadFile?fileId=17358829&checksum=0a6ed12b2688945df4a3c6249654dff7;ENEL_-_SPA_-_WOCMU6HCI0OJWNPRZS33_ENEL_Finance_International_NV_-_0YQH6LCEF474UTUV4B96__Base_Prospectus__07-01-2022.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;29/12/2021;Alfa Bond Issuance Public Limited Company - 54930015QM0G7XTNYR27;;;;29/12/2021;downloadFile?fileId=17251492&checksum=3657b183fa6bfb4b96e71869089e09a5;English;details?core=esma_registers_priii_documents&docId=14378628;https://registers.esma.europa.eu/publication/downloadFile?fileId=17251492&checksum=3657b183fa6bfb4b96e71869089e09a5;Alfa_Bond_Issuance_Public_Limited_Company_-_54930015QM0G7XTNYR27__Base_Prospectus__29-12-2021.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;29/12/2021;TELEPERFORMANCE SE - 9695004GI61FHFFNRG61;;;;30/12/2021;downloadFile?fileId=17265633&checksum=2c7275e338ec46cc913920fb8f3bf839;English;details?core=esma_registers_priii_documents&docId=14389533;https://registers.esma.europa.eu/publication/downloadFile?fileId=17265633&checksum=2c7275e338ec46cc913920fb8f3bf839;TELEPERFORMANCE_SE_-_9695004GI61FHFFNRG61__Base_Prospectus__29-12-2021.pdf
NETHERLANDS;Base prospectus without Final terms;Base Prospectus;23/12/2021;de Volksbank N.V. - 724500A1FNICHSDF2I11;;;LUXEMBOURG;23/12/2021;downloadFile?fileId=17196211&checksum=23513a82aefd0574c59b027525a0c287;English;details?core=esma_registers_priii_documents&docId=14326783;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196211&checksum=23513a82aefd0574c59b027525a0c287;de_Volksbank_NV_-_724500A1FNICHSDF2I11__Base_Prospectus__23-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;23/12/2021;Bank Gospodarstwa Krajowego - 259400BCOV9JJIGLYF05;;;;23/12/2021;downloadFile?fileId=17196214&checksum=5a2123932a38e18816d7ec83538a6ab6;English;details?core=esma_registers_priii_documents&docId=14326786;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196214&checksum=5a2123932a38e18816d7ec83538a6ab6;Bank_Gospodarstwa_Krajowego_-_259400BCOV9JJIGLYF05__Base_Prospectus__23-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;23/12/2021;SPAR NORD BANK A/S - 549300DHT635Q5P8J715;;;;23/12/2021;downloadFile?fileId=17196294&checksum=ddbfeddaed60b865052b11dec1b6bf96;English;details?core=esma_registers_priii_documents&docId=14326866;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196294&checksum=ddbfeddaed60b865052b11dec1b6bf96;SPAR_NORD_BANK_A/S_-_549300DHT635Q5P8J715__Base_Prospectus__23-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;23/12/2021;INTESA SANPAOLO SPA - 2W8N8UU78PMDQKZENC08;;;;23/12/2021;downloadFile?fileId=17196164&checksum=53cc02f90fae61b36d75eafe45c51356;English;details?core=esma_registers_priii_documents&docId=14326736;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196164&checksum=53cc02f90fae61b36d75eafe45c51356;INTESA_SANPAOLO_SPA_-_2W8N8UU78PMDQKZENC08__Base_Prospectus__23-12-2021.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;23/12/2021;Skandinaviska Enskilda Banken AB - F3JS33DEI6XQ4ZBPTN86;;;;28/12/2021;downloadFile?fileId=17234694&checksum=f086922651233b625842a971331d1939;English;details?core=esma_registers_priii_documents&docId=14362594;https://registers.esma.europa.eu/publication/downloadFile?fileId=17234694&checksum=f086922651233b625842a971331d1939;Skandinaviska_Enskilda_Banken_AB_-_F3JS33DEI6XQ4ZBPTN86__Base_Prospectus__23-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;22/12/2021;YAPI VE KREDİ BANKASI ANONİM ŞİRKETİ - B85ZYWEZ5IZCZ2WNIO12;;;LUXEMBOURG;23/12/2021;downloadFile?fileId=17196183&checksum=b01fa1439326c012b8ad73e1fc0e7998;English;details?core=esma_registers_priii_documents&docId=14326755;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196183&checksum=b01fa1439326c012b8ad73e1fc0e7998;YAPI_VE_KREDİ_BANKASI_ANONİM_ŞİRKETİ_-_B85ZYWEZ5IZCZ2WNIO12__Base_Prospectus__22-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;22/12/2021;INTESA SANPAOLO SPA - 2W8N8UU78PMDQKZENC08;;;;22/12/2021;downloadFile?fileId=17169196&checksum=a04ac738837622d4ba92cea5e3f8398e;English;details?core=esma_registers_priii_documents&docId=14303207;https://registers.esma.europa.eu/publication/downloadFile?fileId=17169196&checksum=a04ac738837622d4ba92cea5e3f8398e;INTESA_SANPAOLO_SPA_-_2W8N8UU78PMDQKZENC08__Base_Prospectus__22-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;22/12/2021;MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A. - PSNL19R2RXX5U3QWHI44, MEDIOBANCA INTERNATIONAL (LUXEMBOURG) S.A. - 549300DV870NBWY5W279;;;ITALY,LUXEMBOURG;23/12/2021;downloadFile?fileId=17196166&checksum=cfe0e6266a24d4530e3774881ca2d67e;English;details?core=esma_registers_priii_documents&docId=14326738;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196166&checksum=cfe0e6266a24d4530e3774881ca2d67e;MEDIOBANCA_-_BANCA_DI_CREDITO_FINANZIARIO_SPA_-_PSNL19R2RXX5U3QWHI44_MEDIOBANCA_INTERNATIONAL_(LUXEMBOURG)_SA_-_549300DV870NBWY5W279__Base_Prospectus__22-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;22/12/2021;INTESA SANPAOLO SPA - 2W8N8UU78PMDQKZENC08;;;;22/12/2021;downloadFile?fileId=17169187&checksum=802cbadc22ac67a371fc2a59ebab0693;English;details?core=esma_registers_priii_documents&docId=14303198;https://registers.esma.europa.eu/publication/downloadFile?fileId=17169187&checksum=802cbadc22ac67a371fc2a59ebab0693;INTESA_SANPAOLO_SPA_-_2W8N8UU78PMDQKZENC08__Base_Prospectus__22-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;22/12/2021;INTESA SANPAOLO BANK LUXEMBOURG - 549300H62SNDRT0PS319, INTESA SANPAOLO SPA - 2W8N8UU78PMDQKZENC08, Intesa Sanpaolo Bank Ireland PLC - 635400PSMCTBZD9XNS47;;;IRELAND;22/12/2021;downloadFile?fileId=17169108&checksum=2f5bc81fb13dde54d92ac4a91244ad6a;English;details?core=esma_registers_priii_documents&docId=14303122;https://registers.esma.europa.eu/publication/downloadFile?fileId=17169108&checksum=2f5bc81fb13dde54d92ac4a91244ad6a;INTESA_SANPAOLO_BANK_LUXEMBOURG_-_549300H62SNDRT0PS319_INTESA_SANPAOLO_SPA_-_2W8N8UU78PMDQKZENC08_Intesa_Sanpaolo_Bank_Ireland_PLC_-_635400PSMCTBZD9XNS47__Base_Prospectus__22-12-2021.pdf
BELGIUM;Base prospectus without Final terms;Base Prospectus;21/12/2021;CBC Banque - DVCTKZJG5QM5XGM4TR05, KBC Bank - 6B2PBRV1FCJDMR45RZ53;;;;23/12/2021;downloadFile?fileId=17196162&checksum=81334f06f726152ea6edaa373b847062;English;details?core=esma_registers_priii_documents&docId=14326734;https://registers.esma.europa.eu/publication/downloadFile?fileId=17196162&checksum=81334f06f726152ea6edaa373b847062;CBC_Banque_-_DVCTKZJG5QM5XGM4TR05_KBC_Bank_-_6B2PBRV1FCJDMR45RZ53__Base_Prospectus__21-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;21/12/2021;SIEMENS CAPITAL COMPANY LLC - EOSCVWUER252U910GR08, Siemens Aktiengesellschaft - W38RGI023J3WT1HWRP32, Siemens Financieringsmaatschappij N.V. - TAFO772JB70PDRN5VS48;;;;22/12/2021;downloadFile?fileId=17168785&checksum=16a827c32ea59390168696f3b521ee03;English;details?core=esma_registers_priii_documents&docId=14302893;https://registers.esma.europa.eu/publication/downloadFile?fileId=17168785&checksum=16a827c32ea59390168696f3b521ee03;SIEMENS_CAPITAL_COMPANY_LLC_-_EOSCVWUER252U910GR08_Siemens_Aktiengesellschaft_-_W38RGI023J3WT1HWRP32_Siemens_Financieringsmaatschappij_NV_-_TAFO772JB70PDRN5VS48__Base_Prospectus__21-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/12/2021;Kvika banki hf. - 254900WR3I1Z9NPC7D84;;;;22/12/2021;downloadFile?fileId=17169215&checksum=9db40b5dbf5956cfe83fc2ecbbe1cc6b;English;details?core=esma_registers_priii_documents&docId=14303226;https://registers.esma.europa.eu/publication/downloadFile?fileId=17169215&checksum=9db40b5dbf5956cfe83fc2ecbbe1cc6b;Kvika_banki_hf_-_254900WR3I1Z9NPC7D84__Base_Prospectus__21-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/12/2021;FÉDÉRATION DES CAISSES DESJARDINS DU QUÉBEC - 549300B2Q47IR0CR5B54;;;;22/12/2021;downloadFile?fileId=17169214&checksum=e8383a9e8283a87735b7545c74e9ff25;English;details?core=esma_registers_priii_documents&docId=14303225;https://registers.esma.europa.eu/publication/downloadFile?fileId=17169214&checksum=e8383a9e8283a87735b7545c74e9ff25;FÉDÉRATION_DES_CAISSES_DESJARDINS_DU_QUÉBEC_-_549300B2Q47IR0CR5B54__Base_Prospectus__21-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;20/12/2021;BoS Funding Limited - 635400PTLHUGAMGH6I34;;;;20/12/2021;downloadFile?fileId=17124512&checksum=c7569709732b4b6fa61ef3f71779190c;English;details?core=esma_registers_priii_documents&docId=14259050;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124512&checksum=c7569709732b4b6fa61ef3f71779190c;BoS_Funding_Limited_-_635400PTLHUGAMGH6I34__Base_Prospectus__20-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;20/12/2021;SIB SUKUK COMPANY III LIMITED - 549300VEBV0EQP2FCP08;;;;20/12/2021;downloadFile?fileId=17124511&checksum=5141dccfb1c3fd92bd5704c1e53f958e;English;details?core=esma_registers_priii_documents&docId=14259049;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124511&checksum=5141dccfb1c3fd92bd5704c1e53f958e;SIB_SUKUK_COMPANY_III_LIMITED_-_549300VEBV0EQP2FCP08__Base_Prospectus__20-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;20/12/2021;FÉDÉRATION DES CAISSES DESJARDINS DU QUÉBEC - 549300B2Q47IR0CR5B54;;;;20/12/2021;downloadFile?fileId=17124510&checksum=0bf05cc2cdde45673429a682f2852d99;English;details?core=esma_registers_priii_documents&docId=14259048;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124510&checksum=0bf05cc2cdde45673429a682f2852d99;FÉDÉRATION_DES_CAISSES_DESJARDINS_DU_QUÉBEC_-_549300B2Q47IR0CR5B54__Base_Prospectus__20-12-2021.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;20/12/2021;RAYDIUS GMBH - 213800MYZ42K9PTIJ680;;;AUSTRIA,BELGIUM,...;20/12/2021;downloadFile?fileId=17124700&checksum=4258ca108e71080341be5737f7da8ca4;English;details?core=esma_registers_priii_documents&docId=14259084;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124700&checksum=4258ca108e71080341be5737f7da8ca4;RAYDIUS_GMBH_-_213800MYZ42K9PTIJ680__Base_Prospectus__20-12-2021.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/12/2021;Banque et Caisse d'Epargne de l'Etat, Luxembourg - R7CQUF1DQM73HUTV1078;;;;17/12/2021;downloadFile?fileId=17099202&checksum=c0b38f7a960575279243b2a419ea5092;English;details?core=esma_registers_priii_documents&docId=14234869;https://registers.esma.europa.eu/publication/downloadFile?fileId=17099202&checksum=c0b38f7a960575279243b2a419ea5092;Banque_et_Caisse_d'Epargne_de_l'Etat_Luxembourg_-_R7CQUF1DQM73HUTV1078__Base_Prospectus__17-12-2021.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;17/12/2021;Citigroup Global Markets Europe AG - 6TJCK1B7E7UTXP528Y04;;;FINLAND,FRANCE,...;17/12/2021;downloadFile?fileId=17099687&checksum=5ae5498289914a5caad7da847c8df5bd;English;details?core=esma_registers_priii_documents&docId=14235157;https://registers.esma.europa.eu/publication/downloadFile?fileId=17099687&checksum=5ae5498289914a5caad7da847c8df5bd;Citigroup_Global_Markets_Europe_AG_-_6TJCK1B7E7UTXP528Y04__Base_Prospectus__17-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/12/2021;HANetf ETC Securities PLC - 635400GQU6WKILM5R975;;;AUSTRIA,BELGIUM,...;20/12/2021;downloadFile?fileId=17124427&checksum=18cdef71537acb42ff17e632774bb925;English;details?core=esma_registers_priii_documents&docId=14259046;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124427&checksum=18cdef71537acb42ff17e632774bb925;HANetf_ETC_Securities_PLC_-_635400GQU6WKILM5R975__Base_Prospectus__17-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/12/2021;CITIGROUP GLOBAL MARKETS HOLDINGS INC. - 82VOJDD5PTRDMVVMGV31, Citigroup Global Markets Funding Luxembourg SCA - 549300EVRWDWFJUNNP53;;;LUXEMBOURG;20/12/2021;downloadFile?fileId=17124518&checksum=5b5c1468c8c03b2a84d9b9a99c5578f6;English;details?core=esma_registers_priii_documents&docId=14259052;https://registers.esma.europa.eu/publication/downloadFile?fileId=17124518&checksum=5b5c1468c8c03b2a84d9b9a99c5578f6;CITIGROUP_GLOBAL_MARKETS_HOLDINGS_INC_-_82VOJDD5PTRDMVVMGV31_Citigroup_Global_Markets_Funding_Luxembourg_SCA_-_549300EVRWDWFJUNNP53__Base_Prospectus__17-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/12/2021;CITIGROUP GLOBAL MARKETS HOLDINGS INC. - 82VOJDD5PTRDMVVMGV31, CITIGROUP INC. - 6SHGI4ZSSLCXXQSBB395, Citigroup Global Markets Funding Luxembourg SCA - 549300EVRWDWFJUNNP53;;;AUSTRIA,BELGIUM,...;17/12/2021;downloadFile?fileId=17099477&checksum=05e5aa5491e67aef06faf0ca474dcc5c;English;details?core=esma_registers_priii_documents&docId=14235143;https://registers.esma.europa.eu/publication/downloadFile?fileId=17099477&checksum=05e5aa5491e67aef06faf0ca474dcc5c;CITIGROUP_GLOBAL_MARKETS_HOLDINGS_INC_-_82VOJDD5PTRDMVVMGV31_CITIGROUP_INC_-_6SHGI4ZSSLCXXQSBB395_Citigroup_Global_Markets_Funding_Luxembourg_SCA_-_549300EVRWDWFJUNNP53__Base_Prospectus__17-12-2021.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/12/2021;OP Yrityspankki Oyj - 549300NQ588N7RWKBP98;;;;17/12/2021;downloadFile?fileId=17099229&checksum=6fe4bb4c35052492a2dc9b5eadbad891;English;details?core=esma_registers_priii_documents&docId=14234896;https://registers.esma.europa.eu/publication/downloadFile?fileId=17099229&checksum=6fe4bb4c35052492a2dc9b5eadbad891;OP_Yrityspankki_Oyj_-_549300NQ588N7RWKBP98__Base_Prospectus__17-12-2021.pdf
