Home Member State;Document Type;Prospectus Type;Approval or filing date;Issuer(s) Name / LEI;ISIN;EU Growth prospectus category;Host Member State(s);Last Update Date;Physical Document;Language;More Info;physical_doc_downl_url;file_name
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;22/04/2025;TDC NET A/S - 549300SH2G3R15Y3FX20;;;;22/04/2025;downloadFile?fileId=40066941&checksum=93612eeae7f958829c53b203f11d2d12;English;details?core=esma_registers_priii_documents&docId=35635821;https://registers.esma.europa.eu/publication/downloadFile?fileId=40066941&checksum=93612eeae7f958829c53b203f11d2d12;TDC_NET_A/S_-_549300SH2G3R15Y3FX20__Base_Prospectus__22-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;22/04/2025;Indemo SPV Issuer No1 SIA - 6488R109SEO6R317YK44;;;GERMANY,SPAIN;22/04/2025;downloadFile?fileId=40067013&checksum=181d4ca99ad13e819356aae890f1d65a;English;details?core=esma_registers_priii_documents&docId=35635881;https://registers.esma.europa.eu/publication/downloadFile?fileId=40067013&checksum=181d4ca99ad13e819356aae890f1d65a;Indemo_SPV_Issuer_No1_SIA_-_6488R109SEO6R317YK44__Base_Prospectus__22-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/04/2025;"""AEROPORTI DI ROMA S.P.A"" IN FORMA ABBREVIATA ""ADR S.P.A"" - 8156007259ABDEA3F444";;;;17/04/2025;downloadFile?fileId=40056999&checksum=c3aabee9959c3249da2c9919d4c93585;English;details?core=esma_registers_priii_documents&docId=35632343;https://registers.esma.europa.eu/publication/downloadFile?fileId=40056999&checksum=c3aabee9959c3249da2c9919d4c93585;"""AEROPORTI_DI_ROMA_SPA""_IN_FORMA_ABBREVIATA_""ADR_SPA""_-_8156007259ABDEA3F444__Base_Prospectus__17-04-2025.pdf"
IRELAND;Base prospectus without Final terms;Base Prospectus;17/04/2025;WISDOMTREE MULTI ASSET ISSUER PUBLIC LIMITED COMPANY - 2138003QW2ZAYZODBU23;;;AUSTRIA,BELGIUM,...;17/04/2025;downloadFile?fileId=40057519&checksum=b4553f71fd6ecfdfaa6ae60a2dee67e7;English;details?core=esma_registers_priii_documents&docId=35632791;https://registers.esma.europa.eu/publication/downloadFile?fileId=40057519&checksum=b4553f71fd6ecfdfaa6ae60a2dee67e7;WISDOMTREE_MULTI_ASSET_ISSUER_PUBLIC_LIMITED_COMPANY_-_2138003QW2ZAYZODBU23__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;EnBW Energie Baden-Württemberg AG - 529900JSFZ4TS59HKD79, EnBW International Finance B.V. - 724500CNCIO1ZTJ0X675;;;AUSTRIA,GERMANY,...;17/04/2025;downloadFile?fileId=40056746&checksum=c0b4cc2ab8f5ff5dbfa35368a15d6c95;English;details?core=esma_registers_priii_documents&docId=35632104;https://registers.esma.europa.eu/publication/downloadFile?fileId=40056746&checksum=c0b4cc2ab8f5ff5dbfa35368a15d6c95;EnBW_Energie_Baden-Württemberg_AG_-_529900JSFZ4TS59HKD79_EnBW_International_Finance_BV_-_724500CNCIO1ZTJ0X675__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;Raiffeisenbank Austria d.d. - 529900I1UZV70CZRAU55;;;;17/04/2025;downloadFile?fileId=40057115&checksum=178ec2ffd9c938505048947ba52b236b;English;details?core=esma_registers_priii_documents&docId=35632450;https://registers.esma.europa.eu/publication/downloadFile?fileId=40057115&checksum=178ec2ffd9c938505048947ba52b236b;Raiffeisenbank_Austria_dd_-_529900I1UZV70CZRAU55__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;Deutsche Lufthansa Aktiengesellschaft - 529900PH63HYJ86ASW55;;;AUSTRIA,GERMANY,...;17/04/2025;downloadFile?fileId=40057117&checksum=b1f243791904f28979c2aa3154286f99;English;details?core=esma_registers_priii_documents&docId=35632452;https://registers.esma.europa.eu/publication/downloadFile?fileId=40057117&checksum=b1f243791904f28979c2aa3154286f99;Deutsche_Lufthansa_Aktiengesellschaft_-_529900PH63HYJ86ASW55__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;J.P. Morgan Structured Products B.V. - XZYUUT6IYN31D9K77X08, JPMORGAN CHASE & CO. - 8I5DZWZKVSZI1NUHU748, JPMORGAN CHASE FINANCIAL COMPANY LLC - 549300NJFDJOFYVV6789, JPMorgan Chase Bank, National Association - 7H6GLXDRUGQFU57RNE97;;;AUSTRIA,BELGIUM,...;17/04/2025;downloadFile?fileId=40057406&checksum=9bcd446a93fdee81afd58881c5821b39;English;details?core=esma_registers_priii_documents&docId=35632737;https://registers.esma.europa.eu/publication/downloadFile?fileId=40057406&checksum=9bcd446a93fdee81afd58881c5821b39;JP_Morgan_Structured_Products_BV_-_XZYUUT6IYN31D9K77X08_JPMORGAN_CHASE_&_CO_-_8I5DZWZKVSZI1NUHU748_JPMORGAN_CHASE_FINANCIAL_COMPANY_LLC_-_549300NJFDJOFYVV6789_JPMorgan_Chase_Bank_National_Association_-_7H6GLXDRUGQFU57RNE97__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;NATIXIS - KX1WK48MPD4Y2NCUIZ63, Natixis Corporate and Investment Banking Luxembourg - AELIZRVUG3YVEFFUVL97, Natixis Structured Issuance SA - 549300YZ10WOWPBPDW20;;;BELGIUM,CROATIA,...;17/04/2025;downloadFile?fileId=40056867&checksum=4b6dd1c9f8d8d7529db2226a2aa5f3d1;English;details?core=esma_registers_priii_documents&docId=35632223;https://registers.esma.europa.eu/publication/downloadFile?fileId=40056867&checksum=4b6dd1c9f8d8d7529db2226a2aa5f3d1;NATIXIS_-_KX1WK48MPD4Y2NCUIZ63_Natixis_Corporate_and_Investment_Banking_Luxembourg_-_AELIZRVUG3YVEFFUVL97_Natixis_Structured_Issuance_SA_-_549300YZ10WOWPBPDW20__Base_Prospectus__17-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/04/2025;POWSZECHNA KASA OSZCZĘDNOŚCI BANK POLSKI SPÓŁKA AKCYJNA - P4GTT6GF1W40CVIMFR43;;;POLAND;17/04/2025;downloadFile?fileId=40057119&checksum=822e7d7c27264546ade530722198212e;English;details?core=esma_registers_priii_documents&docId=35632454;https://registers.esma.europa.eu/publication/downloadFile?fileId=40057119&checksum=822e7d7c27264546ade530722198212e;POWSZECHNA_KASA_OSZCZĘDNOŚCI_BANK_POLSKI_SPÓŁKA_AKCYJNA_-_P4GTT6GF1W40CVIMFR43__Base_Prospectus__17-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;16/04/2025;Concerto Investment Corporation Limited - 549300LJF2WFSTBO7175, Ensemble Investment Corporation SA - 213800NJ3XBQ6WAELG95;;;AUSTRIA,BULGARIA,...;16/04/2025;downloadFile?fileId=40055055&checksum=efce5d223c13f921d1287db5cb520246;English;details?core=esma_registers_priii_documents&docId=35630807;https://registers.esma.europa.eu/publication/downloadFile?fileId=40055055&checksum=efce5d223c13f921d1287db5cb520246;Concerto_Investment_Corporation_Limited_-_549300LJF2WFSTBO7175_Ensemble_Investment_Corporation_SA_-_213800NJ3XBQ6WAELG95__Base_Prospectus__16-04-2025.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;16/04/2025;Lantmännen ek för - 529900AB08F05L4HWU11;;;;16/04/2025;downloadFile?fileId=40055164&checksum=5aef9586e27187449b164bd23c7d2161;English;details?core=esma_registers_priii_documents&docId=35630916;https://registers.esma.europa.eu/publication/downloadFile?fileId=40055164&checksum=5aef9586e27187449b164bd23c7d2161;Lantmännen_ek_för_-_529900AB08F05L4HWU11__Base_Prospectus__16-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;16/04/2025;ČEZ, a. s. - 529900S5R9YHJHYKKG94;;;;16/04/2025;downloadFile?fileId=40055259&checksum=923d7bd91668b2de3a0f0a47c5871c67;English;details?core=esma_registers_priii_documents&docId=35631011;https://registers.esma.europa.eu/publication/downloadFile?fileId=40055259&checksum=923d7bd91668b2de3a0f0a47c5871c67;ČEZ_a_s_-_529900S5R9YHJHYKKG94__Base_Prospectus__16-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;16/04/2025;Landesbank Baden-Württemberg - B81CK4ESI35472RHJ606;;;AUSTRIA,GERMANY,...;16/04/2025;downloadFile?fileId=40054976&checksum=6978c8490f53b8ecf144919016afc126;English;details?core=esma_registers_priii_documents&docId=35630728;https://registers.esma.europa.eu/publication/downloadFile?fileId=40054976&checksum=6978c8490f53b8ecf144919016afc126;Landesbank_Baden-Württemberg_-_B81CK4ESI35472RHJ606__Base_Prospectus__16-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;16/04/2025;SIA Mintos Finance No.1 - 984500B4065C92C4FC69;;;AUSTRIA,BELGIUM,...;17/04/2025;downloadFile?fileId=40056493&checksum=43f0502a3857b0537499e4cb3d37e029;English;details?core=esma_registers_priii_documents&docId=35631901;https://registers.esma.europa.eu/publication/downloadFile?fileId=40056493&checksum=43f0502a3857b0537499e4cb3d37e029;SIA_Mintos_Finance_No1_-_984500B4065C92C4FC69__Base_Prospectus__16-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;15/04/2025;Íslandsbanki hf. - 549300PZMFIQR79Q0T97;;;ICELAND;16/04/2025;downloadFile?fileId=40054266&checksum=f358fe49b1c486cba166a95483d8c7e8;English;details?core=esma_registers_priii_documents&docId=35630465;https://registers.esma.europa.eu/publication/downloadFile?fileId=40054266&checksum=f358fe49b1c486cba166a95483d8c7e8;Íslandsbanki_hf_-_549300PZMFIQR79Q0T97__Base_Prospectus__15-04-2025.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;15/04/2025;LA BANQUE POSTALE - 96950066U5XAAIRCPA78;;;;16/04/2025;downloadFile?fileId=40055486&checksum=cfc17d6bb958e3429d8b4475cf90ab4d;English;details?core=esma_registers_priii_documents&docId=35631238;https://registers.esma.europa.eu/publication/downloadFile?fileId=40055486&checksum=cfc17d6bb958e3429d8b4475cf90ab4d;LA_BANQUE_POSTALE_-_96950066U5XAAIRCPA78__Base_Prospectus__15-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;15/04/2025;Íslandsbanki hf. - 549300PZMFIQR79Q0T97;;;ICELAND;16/04/2025;downloadFile?fileId=40055770&checksum=e7c4f4173736a7b9d0bc7bccbfec0c0a;English;details?core=esma_registers_priii_documents&docId=35631522;https://registers.esma.europa.eu/publication/downloadFile?fileId=40055770&checksum=e7c4f4173736a7b9d0bc7bccbfec0c0a;Íslandsbanki_hf_-_549300PZMFIQR79Q0T97__Base_Prospectus__15-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;14/04/2025;Säästöpankkien Keskuspankki Suomi Oyj - 7437000I5X6LNQOW6U59;;;;14/04/2025;downloadFile?fileId=40048993&checksum=8445d89facfd91cb4238834f38489ac6;English;details?core=esma_registers_priii_documents&docId=35627347;https://registers.esma.europa.eu/publication/downloadFile?fileId=40048993&checksum=8445d89facfd91cb4238834f38489ac6;Säästöpankkien_Keskuspankki_Suomi_Oyj_-_7437000I5X6LNQOW6U59__Base_Prospectus__14-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/04/2025;DB ETC PLC - 549300SNVSPBXF55RX28;;;AUSTRIA,BELGIUM,...;07/04/2025;downloadFile?fileId=39851930&checksum=db869a04343fb8eabf4591dfc8894e66;English;details?core=esma_registers_priii_documents&docId=35438061;https://registers.esma.europa.eu/publication/downloadFile?fileId=39851930&checksum=db869a04343fb8eabf4591dfc8894e66;DB_ETC_PLC_-_549300SNVSPBXF55RX28__Base_Prospectus__07-04-2025.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;07/04/2025;AB Sveriges Säkerställda Obligationer (publ) - 1JDCK5BUVTXRHQBEPT93;;;;07/04/2025;downloadFile?fileId=39852060&checksum=93fbb7c4daf7685e171600a6e739182b;English;details?core=esma_registers_priii_documents&docId=35438191;https://registers.esma.europa.eu/publication/downloadFile?fileId=39852060&checksum=93fbb7c4daf7685e171600a6e739182b;AB_Sveriges_Säkerställda_Obligationer_(publ)_-_1JDCK5BUVTXRHQBEPT93__Base_Prospectus__07-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/04/2025;GRANITESHARES FINANCIAL PUBLIC LIMITED COMPANY - 635400MFOIY6BX1JUC92;;;AUSTRIA,BELGIUM,...;07/04/2025;downloadFile?fileId=39851989&checksum=f1333dcc0eaaac7dfb6845c16aae13f3;English;details?core=esma_registers_priii_documents&docId=35438120;https://registers.esma.europa.eu/publication/downloadFile?fileId=39851989&checksum=f1333dcc0eaaac7dfb6845c16aae13f3;GRANITESHARES_FINANCIAL_PUBLIC_LIMITED_COMPANY_-_635400MFOIY6BX1JUC92__Base_Prospectus__07-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;07/04/2025;SIA Mintos Finance No.10 - 98450001112BDC1NBA60;;;AUSTRIA,BELGIUM,...;07/04/2025;downloadFile?fileId=39851908&checksum=9bba891b4f4ba2136bab97b34f9c1a2c;English;details?core=esma_registers_priii_documents&docId=35438039;https://registers.esma.europa.eu/publication/downloadFile?fileId=39851908&checksum=9bba891b4f4ba2136bab97b34f9c1a2c;SIA_Mintos_Finance_No10_-_98450001112BDC1NBA60__Base_Prospectus__07-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;07/04/2025;SIA Mintos Finance No.10 - 98450001112BDC1NBA60;;;AUSTRIA,BELGIUM,...;07/04/2025;downloadFile?fileId=39851917&checksum=a0ea309836a9d53c6943cfff83352594;English;details?core=esma_registers_priii_documents&docId=35438048;https://registers.esma.europa.eu/publication/downloadFile?fileId=39851917&checksum=a0ea309836a9d53c6943cfff83352594;SIA_Mintos_Finance_No10_-_98450001112BDC1NBA60__Base_Prospectus__07-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;04/04/2025;SATO Oyj - 7437009ELUGUOA45V564;;;;04/04/2025;downloadFile?fileId=39817214&checksum=303f5d40940cd6d96f2c8ed9b37dc9aa;English;details?core=esma_registers_priii_documents&docId=35404303;https://registers.esma.europa.eu/publication/downloadFile?fileId=39817214&checksum=303f5d40940cd6d96f2c8ed9b37dc9aa;SATO_Oyj_-_7437009ELUGUOA45V564__Base_Prospectus__04-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;04/04/2025;DANSKE BANK A/S - MAES062Z21O4RZ2U7M96;;;DENMARK,FINLAND,...;04/04/2025;downloadFile?fileId=39817361&checksum=3a5572a25cfc51d66ab96625191e4801;English;details?core=esma_registers_priii_documents&docId=35404450;https://registers.esma.europa.eu/publication/downloadFile?fileId=39817361&checksum=3a5572a25cfc51d66ab96625191e4801;DANSKE_BANK_A/S_-_MAES062Z21O4RZ2U7M96__Base_Prospectus__04-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/04/2025;J&T BANKA, a.s. - 31570010000000043842;;;;04/04/2025;downloadFile?fileId=39816852&checksum=9216eac0a4d16f293793328010535b82;English;details?core=esma_registers_priii_documents&docId=35403942;https://registers.esma.europa.eu/publication/downloadFile?fileId=39816852&checksum=9216eac0a4d16f293793328010535b82;J&T_BANKA_as_-_31570010000000043842__Base_Prospectus__04-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/04/2025;Heineken N.V. - 724500K5PTPSST86UQ23;;;;04/04/2025;downloadFile?fileId=39816467&checksum=428e0f39d90bcc5f51899e2ac06de996;English;details?core=esma_registers_priii_documents&docId=35403596;https://registers.esma.europa.eu/publication/downloadFile?fileId=39816467&checksum=428e0f39d90bcc5f51899e2ac06de996;Heineken_NV_-_724500K5PTPSST86UQ23__Base_Prospectus__04-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/04/2025;NEXI SPA - 5493000P70CQRQG8SN85;;;ITALY;04/04/2025;downloadFile?fileId=39816826&checksum=cabeae4b85db8a49130cb2ce6d81c27e;English;details?core=esma_registers_priii_documents&docId=35403916;https://registers.esma.europa.eu/publication/downloadFile?fileId=39816826&checksum=cabeae4b85db8a49130cb2ce6d81c27e;NEXI_SPA_-_5493000P70CQRQG8SN85__Base_Prospectus__04-04-2025.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;04/04/2025;CREDIT AGRICOLE SA - 969500TJ5KRTCJQWXH05;;;;07/04/2025;downloadFile?fileId=39850832&checksum=24797ad2de7cb805d59a62795e6a9aea;English;details?core=esma_registers_priii_documents&docId=35437259;https://registers.esma.europa.eu/publication/downloadFile?fileId=39850832&checksum=24797ad2de7cb805d59a62795e6a9aea;CREDIT_AGRICOLE_SA_-_969500TJ5KRTCJQWXH05__Base_Prospectus__04-04-2025.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;04/04/2025;CAISSE DES DEPOTS ET CONSIGNATIONS - 969500Q2PFTTP0Y5QL44;;;;07/04/2025;downloadFile?fileId=39850835&checksum=a146e4c93721d9ae9c78cbd2c87e8dcd;English;details?core=esma_registers_priii_documents&docId=35437262;https://registers.esma.europa.eu/publication/downloadFile?fileId=39850835&checksum=a146e4c93721d9ae9c78cbd2c87e8dcd;CAISSE_DES_DEPOTS_ET_CONSIGNATIONS_-_969500Q2PFTTP0Y5QL44__Base_Prospectus__04-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/04/2025;Bertelsmann SE & Co. KGaA - 5299001BUUGXAREGE533;;;AUSTRIA,GERMANY,...;03/04/2025;downloadFile?fileId=39790313&checksum=28a297cc5d365da72a9fdd9974ec1f12;English;details?core=esma_registers_priii_documents&docId=35378063;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790313&checksum=28a297cc5d365da72a9fdd9974ec1f12;Bertelsmann_SE_&_Co_KGaA_-_5299001BUUGXAREGE533__Base_Prospectus__03-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/04/2025;UNIPER SE - 549300UXRTWGIBZQ4J67;;;GERMANY;03/04/2025;downloadFile?fileId=39789739&checksum=7b074eb74a39272a039796a58ea9d7b9;English;details?core=esma_registers_priii_documents&docId=35377591;https://registers.esma.europa.eu/publication/downloadFile?fileId=39789739&checksum=7b074eb74a39272a039796a58ea9d7b9;UNIPER_SE_-_549300UXRTWGIBZQ4J67__Base_Prospectus__03-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/04/2025;DEUTSCHE TELEKOM AG - 549300V9QSIG4WX4GJ96;;;AUSTRIA,GERMANY,...;03/04/2025;downloadFile?fileId=39790042&checksum=70ac9aef68466c1317f1a06a932c9af8;English;details?core=esma_registers_priii_documents&docId=35377793;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790042&checksum=70ac9aef68466c1317f1a06a932c9af8;DEUTSCHE_TELEKOM_AG_-_549300V9QSIG4WX4GJ96__Base_Prospectus__03-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;03/04/2025;SPAREBANK 1 BOLIGKREDITT AS - 549300M6HRHPF3NQBP83;;;NORWAY;03/04/2025;downloadFile?fileId=39790279&checksum=bb4742f3a90b13415391a7d238eaae75;English;details?core=esma_registers_priii_documents&docId=35378029;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790279&checksum=bb4742f3a90b13415391a7d238eaae75;SPAREBANK_1_BOLIGKREDITT_AS_-_549300M6HRHPF3NQBP83__Base_Prospectus__03-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/04/2025;THE GOLDMAN SACHS GROUP, INC. - 784F5XWPLTWKTBV3E584;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39790394&checksum=3b1034a4902309d946a89ae7703d7541;English;details?core=esma_registers_priii_documents&docId=35378143;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790394&checksum=3b1034a4902309d946a89ae7703d7541;THE_GOLDMAN_SACHS_GROUP_INC_-_784F5XWPLTWKTBV3E584__Base_Prospectus__03-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;03/04/2025;IVECO GROUP N.V. - 549300ZWF2ZJDD9EOR96;;;;03/04/2025;downloadFile?fileId=39790040&checksum=ae647a340abc9f9c13aa1d499237395d;English;details?core=esma_registers_priii_documents&docId=35377791;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790040&checksum=ae647a340abc9f9c13aa1d499237395d;IVECO_GROUP_NV_-_549300ZWF2ZJDD9EOR96__Base_Prospectus__03-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/04/2025;DEUTSCHE PFANDBRIEFBANK AG - DZZ47B9A52ZJ6LT6VV95;;;AUSTRIA,GERMANY,...;03/04/2025;downloadFile?fileId=39790062&checksum=e01ef7662d28b4acd6cf166b41a32844;English;details?core=esma_registers_priii_documents&docId=35377813;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790062&checksum=e01ef7662d28b4acd6cf166b41a32844;DEUTSCHE_PFANDBRIEFBANK_AG_-_DZZ47B9A52ZJ6LT6VV95__Base_Prospectus__03-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;03/04/2025;SIA Mintos Finance No.9 - 984500A1F1C0ATDD9A05;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39789572&checksum=ae4c93be59502daa60712783537392bd;English;details?core=esma_registers_priii_documents&docId=35377462;https://registers.esma.europa.eu/publication/downloadFile?fileId=39789572&checksum=ae4c93be59502daa60712783537392bd;SIA_Mintos_Finance_No9_-_984500A1F1C0ATDD9A05__Base_Prospectus__03-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;03/04/2025;SIA Mintos Finance No.45 - 98450059H090976DBC22;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39790371&checksum=d7283d13e421e1298ae280eaeb8a5c62;English;details?core=esma_registers_priii_documents&docId=35378120;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790371&checksum=d7283d13e421e1298ae280eaeb8a5c62;SIA_Mintos_Finance_No45_-_98450059H090976DBC22__Base_Prospectus__03-04-2025.pdf
LIECHTENSTEIN;Base prospectus without Final terms;Base Prospectus;03/04/2025;iMAPS ETI AG - 5299000ESEDFHHWG3R53;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39790585&checksum=b186a3ac8b736bcdf8d7df4c7adadf7c;English;details?core=esma_registers_priii_documents&docId=35378334;https://registers.esma.europa.eu/publication/downloadFile?fileId=39790585&checksum=b186a3ac8b736bcdf8d7df4c7adadf7c;iMAPS_ETI_AG_-_5299000ESEDFHHWG3R53__Base_Prospectus__03-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;02/04/2025;Norsk Hydro ASA - 549300N1SDN71ZZ8BO45;;;NORWAY;03/04/2025;downloadFile?fileId=39789550&checksum=447014f5127cbbf8965fae4dcdad7381;English;details?core=esma_registers_priii_documents&docId=35377452;https://registers.esma.europa.eu/publication/downloadFile?fileId=39789550&checksum=447014f5127cbbf8965fae4dcdad7381;Norsk_Hydro_ASA_-_549300N1SDN71ZZ8BO45__Base_Prospectus__02-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;02/04/2025;SIA Mintos Finance No.1 - 984500B4065C92C4FC69;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39789493&checksum=138261ce17dd448298a89b4618a33165;English;details?core=esma_registers_priii_documents&docId=35377395;https://registers.esma.europa.eu/publication/downloadFile?fileId=39789493&checksum=138261ce17dd448298a89b4618a33165;SIA_Mintos_Finance_No1_-_984500B4065C92C4FC69__Base_Prospectus__02-04-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;02/04/2025;SIA Mintos Finance No.14 - 984500BT59649Q113663;;;AUSTRIA,BELGIUM,...;03/04/2025;downloadFile?fileId=39789494&checksum=e162ffaf90f662365cf06bfcf40bdc4c;English;details?core=esma_registers_priii_documents&docId=35377396;https://registers.esma.europa.eu/publication/downloadFile?fileId=39789494&checksum=e162ffaf90f662365cf06bfcf40bdc4c;SIA_Mintos_Finance_No14_-_984500BT59649Q113663__Base_Prospectus__02-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;01/04/2025;ABERTIS INFRAESTRUCTURAS FINANCE B.V. - 5493007WHKI5H75YJ358, ABERTIS INFRAESTRUCTURAS SA - 549300GKFVWI02JQ5332;;;;01/04/2025;downloadFile?fileId=39727605&checksum=955d412bb18e6bcd15e96e3f2eed1f7f;English;details?core=esma_registers_priii_documents&docId=35316467;https://registers.esma.europa.eu/publication/downloadFile?fileId=39727605&checksum=955d412bb18e6bcd15e96e3f2eed1f7f;ABERTIS_INFRAESTRUCTURAS_FINANCE_BV_-_5493007WHKI5H75YJ358_ABERTIS_INFRAESTRUCTURAS_SA_-_549300GKFVWI02JQ5332__Base_Prospectus__01-04-2025.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;01/04/2025;MORGAN STANLEY B.V. - KG1FTTDCK4KNVM3OHB52;;;AUSTRIA,SWEDEN;01/04/2025;downloadFile?fileId=39728623&checksum=4c9ada4d415328c7bc216eeeef85ea4e;English;details?core=esma_registers_priii_documents&docId=35317128;https://registers.esma.europa.eu/publication/downloadFile?fileId=39728623&checksum=4c9ada4d415328c7bc216eeeef85ea4e;MORGAN_STANLEY_BV_-_KG1FTTDCK4KNVM3OHB52__Base_Prospectus__01-04-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;01/04/2025;Koninklijke KPN N.V. - 549300YO0JZHAL7FVP81;;;;01/04/2025;downloadFile?fileId=39728224&checksum=0e87dc89410311ef115697967b057ec8;English;details?core=esma_registers_priii_documents&docId=35317003;https://registers.esma.europa.eu/publication/downloadFile?fileId=39728224&checksum=0e87dc89410311ef115697967b057ec8;Koninklijke_KPN_NV_-_549300YO0JZHAL7FVP81__Base_Prospectus__01-04-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;28/03/2025;TELECOM ITALIA SPA O TIM S.P.A. - 549300W384M3RI3VXU42;;;ITALY;28/03/2025;downloadFile?fileId=39665429&checksum=9824db1a402605fbaebcd402d3a34db3;English;details?core=esma_registers_priii_documents&docId=35255937;https://registers.esma.europa.eu/publication/downloadFile?fileId=39665429&checksum=9824db1a402605fbaebcd402d3a34db3;TELECOM_ITALIA_SPA_O_TIM_SPA_-_549300W384M3RI3VXU42__Base_Prospectus__28-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;28/03/2025;AXA - F5WCUMTUM4RKZ1MAIE39;;;;28/03/2025;downloadFile?fileId=39665320&checksum=609f51db2f995cc133f7dd2491899ef0;English;details?core=esma_registers_priii_documents&docId=35255828;https://registers.esma.europa.eu/publication/downloadFile?fileId=39665320&checksum=609f51db2f995cc133f7dd2491899ef0;AXA_-_F5WCUMTUM4RKZ1MAIE39__Base_Prospectus__28-03-2025.pdf
